b'id',b'key',b'value',b'type' 
b'263225352',b'type',b'pillar',b'post_box'
b'263225352',b'collection_plate',b'CP1D',b'regular'
b'263225352',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'264503788',b'foot',b'yes',b'regular'
b'264503788',b'bicycle',b'yes',b'regular'
b'264503788',b'highway',b'traffic_signals',b'regular'
b'264503788',b'crossing',b'traffic_signals',b'regular'
b'264904750',b'source',b'WebSite',b'regular'
b'264904750',b'amenity',b'car_sharing',b'regular'
b'264904750',b'capacity',b'1',b'regular'
b'264904750',b'operator',b'Streetcar',b'regular'
b'264904751',b'source',b'WebSite',b'regular'
b'264904751',b'amenity',b'car_sharing',b'regular'
b'264904751',b'capacity',b'1',b'regular'
b'264904751',b'operator',b'Streetcar',b'regular'
b'264905017',b'source',b'WebSite',b'regular'
b'264905017',b'amenity',b'car_sharing',b'regular'
b'264905017',b'capacity',b'1',b'regular'
b'264905017',b'operator',b'Streetcar',b'regular'
b'265403347',b'created_by',b'JOSM',b'regular'
b'265564979',b'created_by',b'JOSM',b'regular'
b'265564980',b'created_by',b'JOSM',b'regular'
b'265564981',b'created_by',b'JOSM',b'regular'
b'265564982',b'created_by',b'JOSM',b'regular'
b'265564983',b'created_by',b'JOSM',b'regular'
b'265806829',b'ref',b'SO18 179',b'regular'
b'265806829',b'source',b'survey',b'regular'
b'265806829',b'amenity',b'post_box',b'regular'
b'265806829',b'operator',b'Royal Mail',b'regular'
b'265806829',b'royal_cypher',b'GR',b'regular'
b'265806829',b'type',b'pillar',b'post_box'
b'265806829',b'collection_plate',b'CP1',b'regular'
b'265806829',b'collection_times',b'Mo-Fr 16:45; Sa 11:30',b'regular'
b'265806830',b'source',b'local knowledge',b'regular'
b'265806830',b'amenity',b'telephone',b'regular'
b'265806837',b'amenity',b'recycling',b'regular'
b'265806838',b'highway',b'traffic_signals',b'regular'
b'265806838',b'crossing',b'traffic_signals',b'regular'
b'265806838',b'crossing_ref',b'toucan',b'regular'
b'265806838',b'traffic_signals',b'crossing',b'regular'
b'266545969',b'ref',b'SO14 105D',b'regular'
b'266545969',b'amenity',b'post_box',b'regular'
b'266545969',b'operator',b'Royal Mail',b'regular'
b'266545969',b'royal_cypher',b'GR',b'regular'
b'266545969',b'type',b'pillar',b'post_box'
b'266545969',b'collection_plate',b'CP1D',b'regular'
b'266545969',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'267197314',b'amenity',b'toilets',b'regular'
b'267197325',b'amenity',b'bicycle_parking',b'regular'
b'267197325',b'created_by',b'Potlatch 0.10f',b'regular'
b'267198083',b'highway',b'crossing',b'regular'
b'267198083',b'crossing',b'uncontrolled',b'regular'
b'267198083',b'sloped_curb',b'yes',b'regular'
b'267198083',b'tactile_paving',b'yes',b'regular'
b'267198087',b'foot',b'yes',b'regular'
b'267198087',b'bicycle',b'yes',b'regular'
b'267198087',b'highway',b'traffic_signals',b'regular'
b'267198087',b'crossing',b'traffic_signals',b'regular'
b'267198087',b'crossing_ref',b'toucan',b'regular'
b'267198090',b'foot',b'yes',b'regular'
b'267198090',b'bicycle',b'yes',b'regular'
b'267198090',b'highway',b'traffic_signals',b'regular'
b'267198090',b'crossing',b'traffic_signals',b'regular'
b'267198090',b'crossing_ref',b'toucan',b'regular'
b'267198091',b'foot',b'yes',b'regular'
b'267198091',b'bicycle',b'yes',b'regular'
b'267198091',b'highway',b'traffic_signals',b'regular'
b'267198091',b'crossing',b'traffic_signals',b'regular'
b'267198091',b'crossing_ref',b'toucan',b'regular'
b'267198535',b'amenity',b'bicycle_parking',b'regular'
b'267198535',b'created_by',b'Potlatch 0.9b',b'regular'
b'267198577',b'amenity',b'bicycle_parking',b'regular'
b'267198585',b'foot',b'yes',b'regular'
b'267198585',b'bicycle',b'no',b'regular'
b'267198585',b'highway',b'traffic_signals',b'regular'
b'267198585',b'crossing',b'traffic_signals',b'regular'
b'267200256',b'amenity',b'toilets',b'regular'
b'267200256',b'wheelchair',b'yes',b'regular'
b'267200256',b'wheelchair',b'yes',b'toilets'
b'267201538',b'amenity',b'bicycle_parking',b'regular'
b'267243294',b'foot',b'yes',b'regular'
b'267243294',b'bicycle',b'yes',b'regular'
b'267243294',b'highway',b'traffic_signals',b'regular'
b'267243294',b'crossing',b'traffic_signals',b'regular'
b'267243294',b'crossing_ref',b'toucan',b'regular'
b'267243304',b'foot',b'yes',b'regular'
b'267243304',b'bicycle',b'yes',b'regular'
b'267243304',b'highway',b'traffic_signals',b'regular'
b'267243304',b'crossing_ref',b'toucan',b'regular'
b'267452478',b'highway',b'crossing',b'regular'
b'267452478',b'crossing',b'uncontrolled',b'regular'
b'267452478',b'sloped_curb',b'yes',b'regular'
b'267452478',b'tactile_paving',b'yes',b'regular'
b'267624396',b'highway',b'traffic_signals',b'regular'
b'267792919',b'barrier',b'gate',b'regular'
b'267792939',b'foot',b'no',b'regular'
b'267792939',b'barrier',b'gate',b'regular'
b'267792939',b'bicycle',b'no',b'regular'
b'270995876',b'odbl',b'clean',b'regular'
b'270995877',b'odbl',b'clean',b'regular'
b'270995879',b'odbl',b'clean',b'regular'
b'276277647',b'ref',b'SO15 135',b'regular'
b'276277647',b'amenity',b'post_box',b'regular'
b'279086465',b'foot',b'yes',b'regular'
b'279086465',b'bicycle',b'yes',b'regular'
b'279086465',b'highway',b'crossing',b'regular'
b'279086465',b'crossing',b'traffic_signals',b'regular'
b'279086465',b'crossing_ref',b'toucan',b'regular'
b'279086466',b'odbl',b'clean',b'regular'
b'279086467',b'odbl',b'clean',b'regular'
b'279086468',b'highway',b'crossing',b'regular'
b'279086468',b'crossing',b'uncontrolled',b'regular'
b'279086468',b'sloped_curb',b'at_grade',b'regular'
b'279086468',b'tactile_paving',b'yes',b'regular'
b'279626591',b'odbl',b'clean',b'regular'
b'280180800',b'foot',b'yes',b'regular'
b'280180800',b'bicycle',b'yes',b'regular'
b'280180800',b'highway',b'crossing',b'regular'
b'280180800',b'crossing',b'traffic_signals',b'regular'
b'280180800',b'crossing_ref',b'toucan',b'regular'
b'280408836',b'highway',b'crossing',b'regular'
b'280408836',b'crossing',b'traffic_signals',b'regular'
b'280408836',b'sloped_curb',b'yes',b'regular'
b'280408836',b'crossing_ref',b'toucan',b'regular'
b'280408836',b'tactile_paving',b'yes',b'regular'
b'280956843',b'name',b'The Co-operative Food',b'regular'
b'280956843',b'shop',b'convenience',b'regular'
b'280957273',b'name',b'The Englishman',b'regular'
b'280957273',b'amenity',b'pub',b'regular'
b'281118000',b'odbl',b'clean',b'regular'
b'282249997',b'barrier',b'gate',b'regular'
b'282711238',b'ref',b'SO19 398',b'regular'
b'282711238',b'amenity',b'post_box',b'regular'
b'282711238',b'operator',b'Royal Mail',b'regular'
b'282711238',b'royal_cypher',b'EIIR',b'regular'
b'282711238',b'type',b'lamp',b'post_box'
b'282711238',b'collection_plate',b'CP1',b'regular'
b'282711238',b'collection_times',b'Mo-Fr 18:15; Sa 12:15',b'regular'
b'282712006',b'name',b'Woolston',b'regular'
b'282712006',b'amenity',b'post_office',b'regular'
b'282712006',b'city',"b'Woolston, Southampton'",b'addr'
b'282712006',b'street',b'Bridge Road',b'addr'
b'282714676',b'name',b'Ticonderoga Gardens',b'regular'
b'282714676',b'highway',b'bus_stop',b'regular'
b'282714676',b'Bearing',b'N',b'naptan'
b'282715760',b'ref',b'SO19 218',b'regular'
b'282715760',b'amenity',b'post_box',b'regular'
b'282715760',b'operator',b'Royal Mail',b'regular'
b'282715760',b'royal_cypher',b'GR',b'regular'
b'282715760',b'type',b'pillar',b'post_box'
b'282715760',b'collection_plate',b'CP1',b'regular'
b'282715760',b'collection_times',b'Mo-Fr 17:30; Sa 12:00',b'regular'
b'282715828',b'atm',b'yes',b'regular'
b'282715828',b'name',b'Lloyds TSB',b'regular'
b'282715828',b'amenity',b'bank',b'regular'
b'282715828',b'operator',b'Lloyds TSB',b'regular'
b'291976593',b'name',b'Christ the King and St. Colman',b'regular'
b'291976593',b'odbl',b'clean',b'regular'
b'291976593',b'amenity',b'place_of_worship',b'regular'
b'291976593',b'religion',b'christian',b'regular'
b'291976593',b'denomination',b'roman_catholic',b'regular'
b'291980776',b'ref',b'SO15 41D',b'regular'
b'291980776',b'amenity',b'post_box',b'regular'
b'291980776',b'operator',b'Royal Mail',b'regular'
b'291980776',b'royal_cypher',b'EIIR',b'regular'
b'291980776',b'type',b'pillar',b'post_box'
b'291980776',b'collection_plate',b'CP8D',b'regular'
b'291980776',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355795',b'ref',b'SO14 765D',b'regular'
b'292355795',b'amenity',b'post_box',b'regular'
b'292355795',b'operator',b'Royal Mail',b'regular'
b'292355795',b'postal_code',b'SO14',b'regular'
b'292355795',b'royal_cypher',b'EIIR',b'regular'
b'292355795',b'type',b'pillar',b'post_box'
b'292355795',b'collection_plate',b'CP8D',b'regular'
b'292355795',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355796',b'ref',b'SO14 83D',b'regular'
b'292355796',b'amenity',b'post_box',b'regular'
b'292355796',b'operator',b'Royal Mail',b'regular'
b'292355796',b'postal_code',b'SO14',b'regular'
b'292355796',b'royal_cypher',b'VR',b'regular'
b'292355796',b'type',b'pillar',b'post_box'
b'292355796',b'collection_plate',b'CP1D',b'regular'
b'292355796',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355797',b'odbl',b'clean',b'regular'
b'292355797',b'phone',b'+44-23-8022-4000',b'regular'
b'292355797',b'amenity',b'telephone',b'regular'
b'292355801',b'phone',b'+44-23-8022-1436',b'regular'
b'292355801',b'amenity',b'telephone',b'regular'
b'292355802',b'ref',b'SO14 92',b'regular'
b'292355802',b'amenity',b'post_box',b'regular'
b'292355802',b'operator',b'Royal Mail',b'regular'
b'292355802',b'postal_code',b'SO14',b'regular'
b'292355802',b'royal_cypher',b'GR',b'regular'
b'292355802',b'type',b'pillar',b'post_box'
b'292355802',b'collection_plate',b'CP1D',b'regular'
b'292355802',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355803',b'ref',b'SO14 779D',b'regular'
b'292355803',b'source',"b'Bing, Survey'",b'regular'
b'292355803',b'amenity',b'post_box',b'regular'
b'292355803',b'operator',b'Royal Mail',b'regular'
b'292355803',b'postal_code',b'SO14',b'regular'
b'292355803',b'royal_cypher',b'EIIR',b'regular'
b'292355803',b'type',b'pillar',b'post_box'
b'292355803',b'collection_plate',b'CP8ND',b'regular'
b'292355803',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355804',b'ref',b'SO15 394D',b'regular'
b'292355804',b'amenity',b'post_box',b'regular'
b'292355804',b'operator',b'Royal Mail',b'regular'
b'292355804',b'royal_cypher',b'EIIR',b'regular'
b'292355804',b'type',b'pillar',b'post_box'
b'292355804',b'collection_plate',b'CP1D',b'regular'
b'292355804',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355806',b'phone',b'+44 23 8023 0292',b'regular'
b'292355806',b'amenity',b'telephone',b'regular'
b'292355807',b'phone',b'+44 23 8023 1176',b'regular'
b'292355807',b'amenity',b'telephone',b'regular'
b'292355808',b'phone',b'+44 23 8023 4149;+44 23 8023 4150',b'regular'
b'292355808',b'amenity',b'telephone',b'regular'
b'292355809',b'phone',b'+44 23 8023 4154;+44 23 8023 4156',b'regular'
b'292355809',b'amenity',b'telephone',b'regular'
b'292355810',b'phone',b'+44 23 8023 4678;+44 23 8023 4706',b'regular'
b'292355810',b'amenity',b'telephone',b'regular'
b'292355811',b'ref',b'SO15 777',b'regular'
b'292355811',b'amenity',b'post_box',b'regular'
b'292355811',b'operator',b'Royal Mail',b'regular'
b'292355811',b'royal_cypher',b'EIIR',b'regular'
b'292355811',b'type',b'pillar',b'post_box'
b'292355811',b'collection_plate',b'CP8',b'regular'
b'292355811',b'collection_times',b'Mo-Fr 17:00; Sa 11:45',b'regular'
b'292355813',b'ref',b'SO17 71D',b'regular'
b'292355813',b'amenity',b'post_box',b'regular'
b'292355813',b'old_ref',b'SO17 71',b'regular'
b'292355813',b'operator',b'Royal Mail',b'regular'
b'292355813',b'royal_cypher',b'EIIR',b'regular'
b'292355813',b'drive_through',b'no',b'regular'
b'292355813',b'type',b'pillar',b'post_box'
b'292355813',b'collection_plate',b'CP1D',b'regular'
b'292355813',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292355815',b'postal_code',b'SO14',b'regular'
b'292355818',b'ref',b'SO14 101',b'regular'
b'292355818',b'amenity',b'post_box',b'regular'
b'292355818',b'operator',b'Royal Mail',b'regular'
b'292355818',b'postal_code',b'SO14',b'regular'
b'292355818',b'royal_cypher',b'GR',b'regular'
b'292355818',b'drive_through',b'no',b'regular'
b'292355818',b'type',b'pillar',b'post_box'
b'292355818',b'collection_plate',b'CP1',b'regular'
b'292355818',b'collection_times',b'Mo-Fr 16:00; Sa 12:15',b'regular'
b'292355819',b'ref',b'SO17 185D',b'regular'
b'292355819',b'amenity',b'post_box',b'regular'
b'292355819',b'operator',b'Royal Mail',b'regular'
b'292355819',b'postal_code',b'SO17',b'regular'
b'292355819',b'royal_cypher',b'GR',b'regular'
b'292355819',b'type',b'pillar',b'post_box'
b'292355819',b'collection_plate',b'CP1D',b'regular'
b'292355819',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'292812224',b'amenity',b'post_office',b'regular'
b'292812224',b'created_by',b'Potlatch 0.10b',b'regular'
b'292812253',b'name',b'Well Pharmacy',b'regular'
b'292812253',b'amenity',b'pharmacy',b'regular'
b'292812253',b'city',b'Southampton',b'addr'
b'292812253',b'dispensing',b'yes',b'regular'
b'292812253',b'street',b'Hinkler Road',b'addr'
b'292812253',b'postcode',b'SO19 6DF',b'addr'
b'292812253',b'drive_through',b'no',b'regular'
b'292812253',b'opening_hours',b'Mo-Fr 08:30-18:00; Sa 09:00-13:00',b'regular'
b'292812253',b'housenumber',b'326',b'addr'
b'292812303',b'name',b'Thornhill Library',b'regular'
b'292812303',b'amenity',b'library',b'regular'
b'292812303',b'created_by',b'Potlatch 0.10b',b'regular'
b'292814398',b'amenity',b'pharmacy',b'regular'
b'292815698',b'name',b'The Co-Op',b'regular'
b'292815698',b'shop',b'convenience',b'regular'
b'293350470',b'amenity',b'atm',b'regular'
b'293350470',b'created_by',b'Potlatch 0.10b',b'regular'
b'293464238',b'ref',b'SO19 634',b'regular'
b'293464238',b'amenity',b'post_box',b'regular'
b'293464238',b'operator',b'Royal Mail',b'regular'
b'293464238',b'royal_cypher',b'EIIR',b'regular'
b'293464238',b'type',b'pillar',b'post_box'
b'293464238',b'collection_plate',b'CP1',b'regular'
b'293464238',b'collection_times',b'Mo-Fr 17:15; Sa 11:15',b'regular'
b'293465076',b'phone',b'+44 2380 447058',b'regular'
b'293465076',b'amenity',b'telephone',b'regular'
b'293465076',b'city',b'Southampton',b'addr'
b'293465076',b'street',b'Hinkler Road',b'addr'
b'293465076',b'coins',b'yes',b'payment'
b'293465199',b'ref',b'SO19 487D',b'regular'
b'293465199',b'amenity',b'post_box',b'regular'
b'293465199',b'operator',b'Royal Mail',b'regular'
b'293465199',b'royal_cypher',b'GVIR',b'regular'
b'293465199',b'type',b'pillar',b'post_box'
b'293465199',b'collection_plate',b'CP1D',b'regular'
b'293465199',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'293465469',b'phone',b'+44 2380 462446',b'regular'
b'293465469',b'amenity',b'telephone',b'regular'
b'293465469',b'city',"b'Thornhill, Southampton'",b'addr'
b'293465469',b'street',b'Byron Road',b'addr'
b'293465469',b'coins',b'no',b'payment'
b'293547170',b'man_made',b'communications_tower',b'regular'
b'293764725',b'name',b'Church Of Jesus Christ Of Latterday Saints',b'regular'
b'293764725',b'amenity',b'place_of_worship',b'regular'
b'293764725',b'religion',b'christian',b'regular'
b'293764725',b'denomination',b'mormon',b'regular'
b'294049617',b'highway',b'crossing',b'regular'
b'294049617',b'crossing',b'uncontrolled',b'regular'
b'294049617',b'sloped_curb',b'yes',b'regular'
b'294049617',b'tactile_paving',b'yes',b'regular'
b'294050363',b'highway',b'crossing',b'regular'
b'297051400',b'public_transport',b'stop_position',b'regular'
b'297051559',b'highway',b'traffic_signals',b'regular'
b'297053531',b'highway',b'traffic_signals',b'regular'
b'297054857',b'highway',b'traffic_signals',b'regular'
b'297055383',b'highway',b'traffic_signals',b'regular'
b'297055583',b'highway',b'traffic_signals',b'regular'
b'297056629',b'highway',b'traffic_signals',b'regular'
b'297056995',b'highway',b'traffic_signals',b'regular'
b'297057385',b'highway',b'traffic_signals',b'regular'
b'297057553',b'highway',b'traffic_signals',b'regular'
b'297057637',b'highway',b'traffic_signals',b'regular'
b'297058364',b'highway',b'traffic_signals',b'regular'
b'297058713',b'highway',b'traffic_signals',b'regular'
b'297058775',b'highway',b'traffic_signals',b'regular'
b'297059270',b'highway',b'traffic_signals',b'regular'
b'297059405',b'highway',b'traffic_signals',b'regular'
b'297059885',b'highway',b'traffic_signals',b'regular'
b'297060793',b'highway',b'traffic_signals',b'regular'
b'297117260',b'highway',b'traffic_signals',b'regular'
b'297517816',b'highway',b'traffic_signals',b'regular'
b'297518335',b'highway',b'traffic_signals',b'regular'
b'297519732',b'highway',b'traffic_signals',b'regular'
b'297617551',b'highway',b'traffic_signals',b'regular'
b'297618468',b'highway',b'crossing',b'regular'
b'297618468',b'crossing',b'traffic_signals',b'regular'
b'297618515',b'bus',b'yes',b'regular'
b'297618515',b'public_transport',b'stop_position',b'regular'
b'297618905',b'highway',b'crossing',b'regular'
b'297618905',b'crossing',b'traffic_signals',b'regular'
b'297619571',b'highway',b'traffic_signals',b'regular'
b'297619589',b'highway',b'crossing',b'regular'
b'297619589',b'crossing',b'traffic_signals',b'regular'
b'297619600',b'highway',b'traffic_signals',b'regular'
b'297619603',b'highway',b'traffic_signals',b'regular'
b'297619603',b'crossing',b'traffic_signals',b'regular'
b'297619677',b'highway',b'traffic_signals',b'regular'
b'297619691',b'highway',b'traffic_signals',b'regular'
b'297645024',b'public_transport',b'stop_position',b'regular'
